orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,Unknown Ward,PRY Bajiya International Academy Agban Kagoro (1912133251),OnptrVAue0G,PRY Bajiya International Academy Agban Kagoro (1912133251),1912133251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kaninkon Ward,PRY Bakin Kogi Kaninkon (1907215151),T7skP3OvQBf,PRY Bakin Kogi Kaninkon (1907215151),1907215151,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kaninkon Ward,PRY Bamthik International School (1909387251),YJI4zJXGOIV,PRY Bamthik International School (1909387251),1909387251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sanga Local Government Area,Unknown Ward,PRY Baptist Academy Gwantu (1920259251),ByrLwyC2Qbk,PRY Baptist Academy Gwantu (1920259251),1920259251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PRY Bara Faith Academy Nursery And Primary School (1907256251),Oit5kDfyVji,PRY Bara Faith Academy Nursery And Primary School (1907256251),1907256251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Kd Basawa Ward,PRY Basawa Army Baracks (1919005120),OkHHDMBEi0E,PRY Basawa Army Baracks (1919005120),1919005120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Kd Basawa Ward,PRY Basawa Model Primary School (1919037120),EnUv8oVBTtz,PRY Basawa Model Primary School (1919037120),1919037120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Sabon Gari Ward (Kudan),PRY Basic Education Jaja (1916048120),ZFVR4WqQiRR,PRY Basic Education Jaja (1916048120),1916048120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Dogarawa Ward,PRY Bauda Lgea Primary School (1919007120),OshJBSOUyzS,PRY Bauda Lgea Primary School (1919007120),1919007120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Barde Ward,PRY Bethel Baptist Nur And Pri (1909305250),DScfq74POny,PRY Bethel Baptist Nur And Pri (1909305250),1909305250,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kutemeshi Ward,PRY Bin Abbas Academy Nursery And Primary (KD12300178),zaWt7D0ZlSS,PRY Bin Abbas Academy Nursery And Primary (KD12300178),KD12300178,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Aribi Ward,PRY Bishara Ikon Allah Nursery School Binawa (1913315211),MrXUjAvfAhX,PRY Bishara Ikon Allah Nursery School Binawa (1913315211),1913315211,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kagoma Ward,PRY Bishop Bagobiri Primary School Tudun Wada (1907211121),etyqAF5VEY2,PRY Bishop Bagobiri Primary School Tudun Wada (1907211121),1907211121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,Unknown Ward,PRY Blessed Unique Intschool Katari (1908331251),ewPQYieV6ro,PRY Blessed Unique Intschool Katari (1908331251),1908331251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,Unknown Ward,PRY Bob Appl Memorial Acadm Manch (1912255251),UuXOSWrrhHS,PRY Bob Appl Memorial Acadm Manch (1912255251),1912255251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Bomo Ward,PRY Bomo Model Primary School (1919038120),MWI9N78D4Yk,PRY Bomo Model Primary School (1919038120),1919038120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Unguwar Sanusi Ward,PRY Bright Academy Nursery/Primary School (1913229251),dF2mYlE06r1,PRY Bright Academy Nursery/Primary School (1913229251),1913229251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Godo Godo Ward,PRY Bright Islamic Academy (1909471251),Vev2kKt0Gdt,PRY Bright Islamic Academy (1909471251),1909471251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,kd Unguwar Sarki Ward,PRY Bright Standard Accademy (1911271211),c0A5yfpQXh0,PRY Bright Standard Accademy (1911271211),1911271211,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PRY Bright Stars Academy (1907323251),m723507dv0g,PRY Bright Stars Academy (1907323251),1907323251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Dandamisa Ward,PRY Brighter Future School Kaura Zaria (1923207250),rOpHBn0FIU2,PRY Brighter Future School Kaura Zaria (1923207250),1923207250,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Sabon Sarki Ward,PRY Bubbles Kids Care (1910523210),IlfX0CYXU0z,PRY Bubbles Kids Care (1910523210),1910523210,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Gure/Kahugu Ward,PRY Bundu Dingi (1917246120),cfeXBPMNw1H,PRY Bundu Dingi (1917246120),1917246120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Gure/Kahugu Ward,PRY Bundu Kurama (1917053120),ZHQseSIY0fu,PRY Bundu Kurama (1917053120),1917053120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Damau Ward,PRY Central Primary School Banki (1915025120),KqP4THKD73Y,PRY Central Primary School Banki (1915025120),1915025120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Haskiya Ward,PRY Central Primary School Haskiya (1915663123),oI3zZevi97v,PRY Central Primary School Haskiya (1915663123),1915663123,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kauran Wali South Ward,PRY Central Primary School Kauran Wali (1916002120),dEzf8Qxecgf,PRY Central Primary School Kauran Wali (1916002120),1916002120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,kd Kamantan Ward,PRY Cfsi Kamantan (1922074120),aVYJkrHhl6V,PRY Cfsi Kamantan (1922074120),1922074120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Chikun Ward,PRY Changers Mission Academy (1902834220),DSXg6iNLcfZ,PRY Changers Mission Academy (1902834220),1902834220,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Chikaji Ward,PRY Chikaji Model Primary School (1919039120),VlEcB3fOkcz,PRY Chikaji Model Primary School (1919039120),1919039120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Child Friendly School Udawa (1902523151),oKAsdaH8eGb,PRY Child Friendly School Udawa (1902523151),1902523151,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Takau Ward,PRY Child Treasure International (KD12300266),KhBWqLB0RHP,PRY Child Treasure International (KD12300266),KD12300266,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Fada Ward (Kaura),PRY Children In Daawa Nur And Primary Kachia (1908436251),YVT2i8w5HXz,PRY Children In Daawa Nur And Primary Kachia (1908436251),1908436251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Idasu Ward,PRY Christ The Redeemers International School (1904427251),PlGJSGxRvrJ,PRY Christ The Redeemers International School (1904427251),1904427251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Christian Incubators Academy (1922420251),G8ZeB8kJ38A,PRY Christian Incubators Academy (1922420251),1922420251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Kushe Ward,PRY Chugwau (1911364120),DMW91MbErAZ,PRY Chugwau (1911364120),1911364120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Kushe Ward,PRY Chugwau (KD12300356),v7SZ5umkMIO,PRY Chugwau (KD12300356),KD12300356,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Kpak Ward,PRY City Centre High School Maigamo (1917487251),nsNNGkjVo46,PRY City Centre High School Maigamo (1917487251),1917487251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,Unknown Ward,PRY Cms Church Nursery/Primary School (1922399251),AOQs22kSLXg,PRY Cms Church Nursery/Primary School (1922399251),1922399251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Katugal Ward,PRY Cocin Nursery & Primary School (1915343251),DZT5aQVwD8B,PRY Cocin Nursery & Primary School (1915343251),1915343251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Chikun Ward,PRY Community School Nasarawa (1902301120),BxGWLxwidnx,PRY Community School Nasarawa (1902301120),1902301120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Dawaki Ward,PRY Comprehensive Internatinal (1918155251),TgYvDjjkMlc,PRY Comprehensive Internatinal (1918155251),1918155251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Kidandan Ward,PRY Cooperative International Kampanin Zango (1904453251),TcX0RUVEBdC,PRY Cooperative International Kampanin Zango (1904453251),1904453251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Rido Ward,PRY Covenant Stars Academy (1903360251),R0L0pMRlnIb,PRY Covenant Stars Academy (1903360251),1903360251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kubau Ward,PRY Cps Central Kubau (1915288151),DU7vSUELMQr,PRY Cps Central Kubau (1915288151),1915288151,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kargi Ward,PRY Cps Kargi (1915420120),VHE382hPvVj,PRY Cps Kargi (1915420120),1915420120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Doka Ward,PRY Cps Likoro (1916003120),uOpdmglk1u9,PRY Cps Likoro (1916003120),1916003120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kargi Ward,PRY Cps Pangwani Gadas District (1915715120),qetDgNqGwYc,PRY Cps Pangwani Gadas District (1915715120),1915715120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Kd Basawa Ward,PRY Dan Makwarwa Lgea Primary School (1919174121),yAmsOGQB7J0,PRY Dan Makwarwa Lgea Primary School (1919174121),1919174121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Samaru Ward,PRY Dan Sa'A Lea Primary School (KD12300181),aFsaGq9BXqd,PRY Dan Sa'A Lea Primary School (KD12300181),KD12300181,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Dogarawa Ward,PRY Dan SaA Lea Primary School (1919040120) (1919040120),nq5vfEhqEfH,PRY Dan SaA Lea Primary School (1919040120) (1919040120),1919040120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Samaru Ward,PRY Dan Saa Lea Primary School (1919379120),zrhWvfAoUto,PRY Dan Saa Lea Primary School (1919379120),1919379120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PRY Dan-Dan Science Academy (1923340251),ZZA97OUo58r,PRY Dan-Dan Science Academy (1923340251),1923340251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Gimi Ward,PRY Dandada Science Academy (KD12300367),w75FdA91hkx,PRY Dandada Science Academy (KD12300367),KD12300367,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PRY Darud Tauheed Academy (1909421271),isDSyhNzGrf,PRY Darud Tauheed Academy (1909421271),1909421271,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PRY Darul Arqam College Forarabic Kasuwan Magani (1914178232),vmNesQTAzvq,PRY Darul Arqam College Forarabic Kasuwan Magani (1914178232),1914178232,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Damakasuwa Ward,PRY Dasal College (1918154251),ta1bJL73mbh,PRY Dasal College (1918154251),1918154251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Gwanki Ward,PRY Datti Academy (KD12300256),ixrgxymStyi,PRY Datti Academy (KD12300256),KD12300256,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PRY De Havila Academy (1904312251),CArqyQ1lemM,PRY De Havila Academy (1904312251),1904312251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,kd Kawo Ward,PRY Demonstrations School For Deaf Children (1909693120),yISwkE7NGUq,PRY Demonstrations School For Deaf Children (1909693120),1909693120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,kd Kawo Ward,PRY Demonstrations School For Deaf Children (KD12300361),VEUXV7Y2fC7,PRY Demonstrations School For Deaf Children (KD12300361),KD12300361,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Bondong Ward,PRY Divine Comprehensive College Kayarda (1917429271),MewzI5F1JSa,PRY Divine Comprehensive College Kayarda (1917429271),1917429271,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PRY Divine Favour Academy Kasuwan Magani (1914209250),kgfLmjuJRJD,PRY Divine Favour Academy Kasuwan Magani (1914209250),1914209250,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Sabon Sarki Ward,PRY Divine Foundation School (KD12300247),I2JkhG2UNtc,PRY Divine Foundation School (KD12300247),KD12300247,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,Unknown Ward,PRY Divine Mission Academy Fadiya Gida (1922488251),Dkqya604qdL,PRY Divine Mission Academy Fadiya Gida (1922488251),1922488251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Sab Chem Ward,PRY Divine Model Academy Sabon Sarki Kachia (1908326626),cq5QCHThxpJ,PRY Divine Model Academy Sabon Sarki Kachia (1908326626),1908326626,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Lere Ward,PRY Dmmps Lere (1917055120),uEnxujPzIv5,PRY Dmmps Lere (1917055120),1917055120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Anchau Ward,PRY Doctor Suleiman Sani Model Primary School Kabau Lgea (1915341152),Bc4jqB1wgnp,PRY Doctor Suleiman Sani Model Primary School Kabau Lgea (1915341152),1915341152,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Dogarawa Ward,PRY Dogarawa Model Primary School (1919008120),Rfr1XrAxuyN,PRY Dogarawa Model Primary School (1919008120),1919008120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Anguwan Gagas Ward,PRY Dogon Bauchi Model Science Primary School (1919041120),kdbY65gqeci,PRY Dogon Bauchi Model Science Primary School (1919041120),1919041120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Dokoki Primary School (1905267120),HxbxgEwgPOO,PRY Dokoki Primary School (1905267120),1905267120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Muchia Ward,PRY Domestic Science Centre (1919009120),fnBfDAIsTdP,PRY Domestic Science Centre (1919009120),1919009120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,kd Kaura Ward (Zaria),PRY Dr Nuhu Bayero Special Lgea Primary School (1923052120),tDSJMO6Ah0h,PRY Dr Nuhu Bayero Special Lgea Primary School (1923052120),1923052120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Kd Basawa Ward,PRY Dupa Dupa Lgea Primary School (1919042120),JMhiTgzmafp,PRY Dupa Dupa Lgea Primary School (1919042120),1919042120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Kurmin Jibrin Ward,PRY Early Foudation Comprehensive School (1915681251),nDEULiTPXww,PRY Early Foudation Comprehensive School (1915681251),1915681251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,Unknown Ward,PRY Ecwa Bakut Memorial Nursery And Primary School (1913261250),Qfryo7Wk5a8,PRY Ecwa Bakut Memorial Nursery And Primary School (1913261250),1913261250,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Lere Ward,PRY Ecwa Comprehensive Nursery And Primary School Jankasa Kataf (1922500251),eHHisdzo0Es,PRY Ecwa Comprehensive Nursery And Primary School Jankasa Kataf (1922500251),1922500251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Kpak Ward,PRY Ecwa Leading Star Academy Nursery School (1917490251),Q7HynOSgZVD,PRY Ecwa Leading Star Academy Nursery School (1917490251),1917490251,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
